job_key,skill_key,found_in_title,found_in_description
de-5892907449,power-bi,True,False
de-5893160865,statistics,False,True
de-5893342437,agile,False,True
de-5893521208,power-bi,True,True
de-5893523498,azure,False,True
de-5893523498,databricks,False,True
de-5893616150,python,False,True
de-5893616150,r,False,True
de-5893616150,databricks,False,True
de-5893616150,machine-learning,False,True
de-5893616151,python,False,True
de-5893616151,r,False,True
de-5893616151,databricks,False,True
de-5893616151,machine-learning,False,True
de-5893724499,power-bi,False,True
de-5893724499,azure,False,True
de-5893724518,power-bi,False,True
de-5893724518,azure,False,True
de-5893724530,power-bi,False,True
de-5893724530,azure,False,True
de-5893742897,sql,False,True
de-5893742897,python,False,True
de-5894010927,agile,False,True
de-5894019991,sql,False,True
de-5894019991,python,False,True
de-5894023536,agile,False,True
de-5894024455,sql,False,True
de-5894024455,power-bi,True,True
de-5894079588,excel,False,True
de-5894192813,power-bi,True,False
de-5894403832,power-bi,True,False
de-5894502314,agile,False,True
de-5894694937,agile,False,True
de-5894719048,agile,False,True
de-5894723633,power-bi,True,False
de-5895267864,power-bi,True,False
de-5895280431,power-bi,False,True
de-5895360123,sql,False,True
de-5895360123,python,False,True
de-5895360123,power-bi,False,True
de-5895360123,excel,False,True
de-5895362455,power-bi,True,True
de-5896208178,stakeholder-management,False,True
de-5896230540,power-bi,True,False
de-5896238226,power-bi,True,False
de-5896362797,agile,False,True
de-5896503093,aws,False,True
de-5896503093,machine-learning,False,True
de-5896983021,power-bi,True,False
de-5897159082,power-bi,True,False
de-5897170761,sql,False,True
de-5897170761,power-bi,False,True
de-5897170761,excel,False,True
de-5897338089,stakeholder-management,False,True
de-5897338117,stakeholder-management,False,True
de-5897585937,agile,False,True
de-5897679937,power-bi,False,True
de-5897679937,tableau,False,True
de-5897815169,power-bi,True,True
de-5897846968,stakeholder-management,False,True
de-5897857023,agile,False,True
de-5897946100,python,False,True
de-5897946100,r,False,True
de-5897946100,databricks,False,True
de-5897946100,machine-learning,False,True
de-5897968557,sql,False,True
de-5897968557,etl,False,True
de-5898294900,sql,False,True
de-5898294900,etl,False,True
de-5898582092,power-bi,False,True
de-5898583491,communication,False,True
de-5898943532,agile,False,True
de-5899161930,agile,True,False
de-5899201012,power-bi,True,False
de-5899233656,power-bi,True,False
de-5899237428,etl,False,True
de-5899241688,agile,False,True
de-5899321058,r,False,True
de-5899419128,data-modeling,True,False
de-5899653544,stakeholder-management,False,True
es-3913351514,excel,False,True
es-4338872287,python,True,True
es-4338872287,communication,False,True
es-4844318797,sql,False,True
es-5584479066,tableau,True,False
es-5584479066,stakeholder-management,False,True
es-5584544401,stakeholder-management,False,True
es-5642703202,r,False,True
es-5660680567,problem-solving,False,True
es-5681713155,machine-learning,False,True
es-5693810934,stakeholder-management,False,True
es-5693810934,communication,False,True
es-5693810934,problem-solving,False,True
es-5705383100,machine-learning,False,True
es-5713960479,sql,True,False
es-5713960479,statistics,False,True
es-5714273777,sql,True,False
es-5714273777,statistics,False,True
es-5716298368,power-bi,False,True
es-5716298368,stakeholder-management,False,True
es-5727681262,power-bi,True,False
es-5727802231,excel,False,True
es-5737877254,sql,False,True
es-5737877254,etl,False,True
es-5751211477,tableau,True,True
es-5751211477,data-visualization,True,False
es-5752881656,sql,True,False
es-5757544454,machine-learning,False,True
es-5768404746,machine-learning,False,True
es-5769875538,r,False,True
es-5775499094,communication,False,True
es-5775849278,stakeholder-management,False,True
es-5785454418,communication,False,True
es-5788550130,problem-solving,False,True
es-5789442565,agile,False,True
es-5790240230,power-bi,True,False
es-5790664925,power-bi,True,True
es-5794830031,communication,False,True
es-5796276181,problem-solving,False,True
es-5801923689,problem-solving,False,True
es-5802409104,power-bi,False,True
es-5804102715,r,False,True
es-5804102715,machine-learning,False,True
es-5804499904,sql,False,True
es-5804499904,power-bi,False,True
es-5804499904,excel,False,True
es-5806932448,stakeholder-management,False,True
es-5807568221,stakeholder-management,False,True
es-5812739545,stakeholder-management,False,True
es-5813471620,stakeholder-management,False,True
es-5814598851,data-visualization,False,True
es-5814614706,problem-solving,False,True
es-5815897769,excel,False,True
es-5815897769,communication,False,True
es-5816882353,agile,False,True
es-5816888575,gcp,False,True
es-5816889149,stakeholder-management,False,True
es-5822105512,agile,True,True
es-5831622577,r,True,False
es-5831663790,sql,False,True
es-5831663790,python,False,True
es-5831663790,git,False,True
es-5831663808,communication,False,True
es-5831682141,r,True,False
es-5833173127,power-bi,True,False
es-5835329603,stakeholder-management,False,True
es-5836461020,power-bi,False,True
es-5836461020,etl,False,True
es-5836461020,stakeholder-management,False,True
es-5840008880,python,False,True
es-5842845523,problem-solving,False,True
es-5842846465,problem-solving,False,True
es-5842846466,problem-solving,False,True
es-5842846713,problem-solving,False,True
es-5846288432,stakeholder-management,False,True
es-5848696994,sql,False,True
es-5849618350,stakeholder-management,False,True
es-5855789317,power-bi,False,True
es-5855789317,stakeholder-management,False,True
es-5857298502,power-bi,False,True
es-5859470325,communication,False,True
es-5859485871,sql,False,True
es-5859485871,agile,False,True
es-5859485871,communication,False,True
es-5859485871,problem-solving,False,True
es-5860876693,agile,False,True
es-5862523747,agile,True,False
es-5866703354,problem-solving,False,True
es-5866704344,agile,False,True
es-5867624531,stakeholder-management,False,True
es-5867624534,stakeholder-management,False,True
es-5867624537,stakeholder-management,False,True
es-5867624580,stakeholder-management,False,True
es-5868523115,problem-solving,False,True
es-5869595148,agile,False,True
es-5869595514,stakeholder-management,False,True
es-5869800024,azure,False,True
es-5870124651,r,False,True
es-5870238699,problem-solving,False,True
es-5871053865,agile,False,True
es-5871054262,stakeholder-management,False,True
es-5871277020,stakeholder-management,False,True
es-5871919099,excel,False,True
es-5871919099,communication,False,True
es-5872316839,sql,True,True
es-5872317300,sql,True,True
es-5872317300,python,True,True
es-5872317300,power-bi,True,True
es-5872317300,stakeholder-management,False,True
es-5872321482,machine-learning,False,True
es-5872878843,power-bi,True,True
es-5873338870,stakeholder-management,False,True
es-5873887817,problem-solving,False,True
es-5873887913,problem-solving,False,True
es-5874806545,machine-learning,False,True
es-5874806587,stakeholder-management,False,True
es-5874806733,sql,False,True
es-5874806733,python,False,True
es-5874806733,power-bi,False,True
es-5874807266,sql,False,True
es-5874807266,etl,False,True
es-5874807545,sql,False,True
es-5874810319,problem-solving,False,True
es-5875309248,stakeholder-management,False,True
es-5875391026,problem-solving,False,True
es-5876170569,power-bi,True,True
es-5876171202,power-bi,False,True
es-5876171202,dax,False,True
es-5876173589,power-bi,False,True
es-5876173589,dax,False,True
es-5876175275,sql,False,True
es-5876175275,etl,False,True
es-5876175523,problem-solving,False,True
es-5876175985,problem-solving,False,True
es-5876178135,sql,False,True
es-5876467378,sql,True,True
es-5876467378,python,True,True
es-5876467378,power-bi,True,True
es-5876467607,agile,False,True
es-5876467638,sql,True,False
es-5876467639,sql,True,False
es-5876467853,spark,False,True
es-5876467856,spark,False,True
es-5876468020,stakeholder-management,False,True
es-5876468022,stakeholder-management,False,True
es-5876468082,spark,False,True
es-5876468375,communication,False,True
es-5876468480,azure,True,False
es-5876468839,machine-learning,False,True
es-5876468985,stakeholder-management,False,True
es-5876469386,stakeholder-management,False,True
es-5876469530,azure,False,True
es-5876469533,azure,False,True
es-5876664519,power-bi,False,True
es-5877835427,power-bi,False,True
es-5877835427,stakeholder-management,False,True
es-5877835431,communication,False,True
es-5878063459,r,False,True
es-5878500283,python,True,False
es-5878909729,stakeholder-management,False,True
es-5879133617,machine-learning,False,True
es-5879433206,stakeholder-management,False,True
es-5879654198,stakeholder-management,False,True
es-5880203059,tableau,True,True
es-5880203059,snowflake,True,True
es-5880205585,tableau,True,True
es-5880205585,snowflake,True,True
es-5880760589,machine-learning,False,True
es-5880789859,stakeholder-management,False,True
es-5881839487,machine-learning,False,True
es-5882095664,agile,False,True
es-5882095664,stakeholder-management,False,True
es-5882398337,problem-solving,False,True
es-5882918211,power-bi,False,True
es-5882918211,dax,False,True
es-5882920105,stakeholder-management,False,True
es-5882923050,power-bi,True,True
es-5883409513,problem-solving,False,True
es-5885822724,stakeholder-management,False,True
es-5885825780,stakeholder-management,False,True
es-5887335139,problem-solving,False,True
es-5887335473,problem-solving,False,True
es-5888175805,power-bi,True,False
es-5888175805,stakeholder-management,False,True
es-5888274705,r,False,True
es-5888286770,power-bi,True,True
es-5888920120,sql,False,True
es-5888920120,power-bi,True,True
es-5888920120,excel,False,True
es-5888921490,machine-learning,False,True
es-5889840539,stakeholder-management,False,True
es-5890104182,gcp,True,True
es-5891048513,power-bi,True,False
es-5891048513,stakeholder-management,False,True
es-5893123226,sql,True,True
es-5893123226,power-bi,True,False
es-5893123226,etl,True,True
es-5893123244,etl,False,True
es-5893240471,stakeholder-management,False,True
es-5893727789,stakeholder-management,False,True
es-5894376836,power-bi,True,False
es-5894376836,stakeholder-management,False,True
es-5894940854,agile,False,True
es-5894981873,communication,False,True
es-5895670183,gcp,True,True
es-5895769092,sql,False,True
es-5895770782,stakeholder-management,False,True
es-5896070862,gcp,False,True
es-5896070887,sql,False,True
es-5896070887,power-bi,False,True
es-5896070887,aws,False,True
es-5896071189,communication,False,True
es-5896071189,problem-solving,False,True
es-5896075292,communication,False,True
es-5896075461,stakeholder-management,False,True
es-5896076143,stakeholder-management,False,True
es-5896076179,power-bi,True,False
es-5896076355,stakeholder-management,False,True
es-5896077229,tableau,True,True
es-5896077229,snowflake,False,True
es-5896077238,stakeholder-management,False,True
es-5896077648,stakeholder-management,False,True
es-5896079640,python,True,False
es-5896079923,stakeholder-management,False,True
es-5896079923,communication,False,True
es-5896080744,stakeholder-management,False,True
es-5896082658,r,False,True
es-5896083643,power-bi,False,True
es-5896083643,azure,False,True
es-5896083643,databricks,False,True
es-5896083643,dax,False,True
es-5896085211,power-bi,True,False
es-5896085211,machine-learning,False,True
es-5896085218,azure,True,True
es-5896085437,stakeholder-management,False,True
es-5896085787,stakeholder-management,False,True
es-5896085853,stakeholder-management,False,True
es-5896087186,power-bi,False,True
es-5896087186,stakeholder-management,False,True
es-5896088333,python,True,False
es-5896091465,agile,False,True
es-5896092100,agile,False,True
es-5896092969,power-bi,False,True
es-5896092969,excel,False,True
es-5896094825,sql,True,True
es-5896094903,stakeholder-management,False,True
es-5896095617,stakeholder-management,False,True
es-5896097005,stakeholder-management,False,True
es-5896097286,r,False,True
es-5896098062,power-bi,True,False
es-5896098062,tableau,True,False
es-5896098110,stakeholder-management,False,True
es-5896098848,sql,True,False
es-5896099647,sql,True,True
es-5896099647,python,False,True
es-5896099647,excel,True,True
es-5896099874,data-modeling,False,True
es-5896099874,data-visualization,False,True
es-5896099874,stakeholder-management,False,True
es-5896100287,sql,True,True
es-5896100287,python,True,True
es-5896100287,power-bi,True,True
es-5896100287,stakeholder-management,False,True
es-5896273521,sql,False,True
es-5896273521,excel,False,True
es-5896273521,gcp,False,True
es-5896334526,power-bi,False,True
es-5896334526,excel,False,True
es-5896523885,stakeholder-management,False,True
es-5896524250,python,False,True
es-5896527048,agile,False,True
es-5897337909,stakeholder-management,False,True
es-5897458232,machine-learning,False,True
es-5897462696,stakeholder-management,False,True
es-5897464359,stakeholder-management,False,True
es-5898037634,r,False,True
es-5898040272,power-bi,False,True
es-5898052522,stakeholder-management,False,True
es-5898056686,r,False,True
es-5898835863,stakeholder-management,False,True
es-5898836754,stakeholder-management,False,True
gb-5210480123,etl,True,True
gb-5748978694,power-bi,True,False
gb-5748978694,machine-learning,False,True
gb-5748978694,statistics,False,True
gb-5810688125,machine-learning,False,True
gb-5820085655,power-bi,False,True
gb-5822578744,power-bi,True,True
gb-5828402671,power-bi,False,True
gb-5843072790,sql,False,True
gb-5843072790,tableau,True,True
gb-5843072790,data-modeling,False,True
gb-5843072790,data-visualization,False,True
gb-5845658880,stakeholder-management,False,True
gb-5851173771,sql,False,True
gb-5851173771,tableau,False,True
gb-5852581991,power-bi,True,False
gb-5852581991,data-visualization,True,False
gb-5852581991,stakeholder-management,False,True
gb-5854310824,power-bi,True,True
gb-5855328200,stakeholder-management,False,True
gb-5855373744,stakeholder-management,False,True
gb-5855373969,tableau,False,True
gb-5855373983,tableau,False,True
gb-5855375864,power-bi,True,True
gb-5855377358,power-bi,False,True
gb-5855377450,stakeholder-management,False,True
gb-5855377743,tableau,True,True
gb-5855378511,stakeholder-management,False,True
gb-5855379822,power-bi,False,True
gb-5855379822,excel,False,True
gb-5855379822,stakeholder-management,False,True
gb-5855380221,sql,False,True
gb-5855380221,power-bi,False,True
gb-5855380778,stakeholder-management,False,True
gb-5855380972,stakeholder-management,False,True
gb-5855381093,excel,False,True
gb-5855381335,stakeholder-management,False,True
gb-5855591572,excel,False,True
gb-5855594700,excel,False,True
gb-5855617098,stakeholder-management,False,True
gb-5855685803,excel,False,True
gb-5855686113,excel,False,True
gb-5855716317,stakeholder-management,False,True
gb-5855716321,power-bi,False,True
gb-5855991534,stakeholder-management,False,True
gb-5856595712,stakeholder-management,False,True
gb-5856978499,r,False,True
gb-5856980452,sql,False,True
gb-5856980452,python,False,True
gb-5856980452,tableau,False,True
gb-5856980452,stakeholder-management,False,True
gb-5857163241,etl,False,True
gb-5857174948,stakeholder-management,False,True
gb-5857179420,stakeholder-management,False,True
gb-5857189288,gcp,False,True
gb-5857189302,etl,False,True
gb-5857189392,stakeholder-management,False,True
gb-5857227791,sql,False,True
gb-5857227791,power-bi,False,True
gb-5857234851,sql,False,True
gb-5857234851,stakeholder-management,False,True
gb-5857236340,gcp,False,True
gb-5858065623,stakeholder-management,False,True
gb-5858089591,power-bi,False,True
gb-5858089591,stakeholder-management,False,True
gb-5858177274,stakeholder-management,False,True
gb-5858200065,stakeholder-management,False,True
gb-5858220107,stakeholder-management,False,True
gb-5858263105,machine-learning,False,True
gb-5858303351,machine-learning,False,True
gb-5858363665,power-bi,False,True
gb-5858373645,agile,False,True
gb-5858377515,power-bi,True,True
gb-5858384691,communication,False,True
gb-5858411950,agile,False,True
gb-5858587375,sql,True,True
gb-5858587406,sql,True,True
gb-5858625182,sql,True,True
gb-5858627587,sql,False,True
gb-5858627677,sql,True,True
gb-5858628580,sql,False,True
gb-5858904718,sql,False,True
gb-5859307761,sql,True,True
gb-5859619578,sql,False,True
gb-5859656397,power-bi,True,False
gb-5859992488,stakeholder-management,False,True
gb-5859992676,excel,False,True
gb-5859994646,sql,False,True
gb-5859994646,power-bi,False,True
gb-5859994674,excel,False,True
gb-5860066671,stakeholder-management,False,True
gb-5860066687,power-bi,False,True
gb-5860066687,excel,False,True
gb-5860066687,stakeholder-management,False,True
gb-5860068596,sql,False,True
gb-5860068596,power-bi,False,True
gb-5860068596,data-modeling,False,True
gb-5860751563,excel,False,True
gb-5861239358,power-bi,False,True
gb-5861397280,sql,False,True
gb-5861397280,power-bi,False,True
gb-5861733142,data-visualization,False,True
gb-5862926825,agile,True,False
gb-5862926825,stakeholder-management,False,True
gb-5862984657,stakeholder-management,False,True
gb-5863110332,stakeholder-management,False,True
gb-5863586463,sql,False,True
gb-5863586463,python,False,True
gb-5863586463,power-bi,False,True
gb-5863586463,tableau,False,True
gb-5863586463,r,False,True
gb-5863586463,data-modeling,False,True
gb-5863586463,data-visualization,False,True
gb-5864239973,power-bi,True,True
gb-5864528638,sql,True,False
gb-5864528638,power-bi,True,False
gb-5864528638,excel,True,False
gb-5864528638,data-visualization,False,True
gb-5864548426,stakeholder-management,False,True
gb-5864670761,stakeholder-management,False,True
gb-5864854595,stakeholder-management,False,True
gb-5864941327,stakeholder-management,False,True
gb-5864945934,stakeholder-management,False,True
gb-5865193043,stakeholder-management,False,True
gb-5865193102,sql,False,True
gb-5865198826,stakeholder-management,False,True
gb-5865265481,stakeholder-management,False,True
gb-5865269133,sql,False,True
gb-5865269134,stakeholder-management,False,True
gb-5865269451,stakeholder-management,False,True
gb-5865311442,agile,False,True
gb-5866922608,stakeholder-management,False,True
gb-5867151553,sql,True,True
gb-5867151553,power-bi,True,True
gb-5867171432,stakeholder-management,False,True
gb-5867181562,problem-solving,False,True
gb-5867187859,power-bi,False,True
gb-5867236624,sql,False,True
gb-5867237111,data-visualization,False,True
gb-5867249007,sql,False,True
gb-5867249007,power-bi,False,True
gb-5867251190,stakeholder-management,False,True
gb-5867251978,machine-learning,False,True
gb-5867279261,stakeholder-management,False,True
gb-5867333398,stakeholder-management,False,True
gb-5867507447,sql,False,True
gb-5867507447,tableau,False,True
gb-5867507447,stakeholder-management,False,True
gb-5867530033,power-bi,False,True
gb-5867642296,stakeholder-management,False,True
gb-5867644630,stakeholder-management,False,True
gb-5867645592,stakeholder-management,False,True
gb-5867645763,stakeholder-management,False,True
gb-5867645772,power-bi,False,True
gb-5867702176,stakeholder-management,False,True
gb-5867702477,power-bi,False,True
gb-5867727563,stakeholder-management,False,True
gb-5868077100,problem-solving,False,True
gb-5868152267,r,False,True
gb-5868301591,stakeholder-management,False,True
gb-5868457217,stakeholder-management,False,True
gb-5868766886,excel,False,True
gb-5868766886,communication,False,True
gb-5868766897,agile,False,True
gb-5868766897,stakeholder-management,False,True
gb-5868767027,agile,False,True
gb-5868767089,excel,False,True
gb-5868767089,agile,False,True
gb-5868767089,stakeholder-management,False,True
gb-5868767089,communication,False,True
gb-5868767157,power-bi,False,True
gb-5868767169,stakeholder-management,False,True
gb-5868767174,sql,False,True
gb-5868767174,python,False,True
gb-5868767174,power-bi,False,True
gb-5868767174,tableau,False,True
gb-5868767174,excel,False,True
gb-5868767297,agile,False,True
gb-5868767297,stakeholder-management,False,True
gb-5868767487,agile,False,True
gb-5868767487,stakeholder-management,False,True
gb-5868767517,sql,False,True
gb-5868767517,excel,False,True
gb-5868767560,stakeholder-management,False,True
gb-5868767667,sql,False,True
gb-5868767667,power-bi,False,True
gb-5868767667,tableau,False,True
gb-5868767667,data-visualization,False,True
gb-5868767667,stakeholder-management,False,True
