__CLASS__,redirect_url,salary_is_predicted,latitude,longitude,salary_max,contract_type,id,created,description,title,adref,salary_min,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5867702477?se=BMZPtXKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=20F71EC326A1DAA91678802AFB7893EDD0115E81,0,51.516023,-0.139088,70000.0,permanent,5867702477,2026-09-02T23:54:48Z,"Senior Data Analyst / Senior Power BI Developer Permanent Location: London Based, up to once a week onsite Salary: Up to £70,000 Our client, a fast-growing tech scale-up in the life sciences and clinical research space, is hiring a Senior Data Analyst with deep Power BI expertise to own their enterprise Power BI reporting landscape. What You'll Be Doing Design and maintain enterprise Power BI solutions: semantic models, reports, dashboards Build scalable data models (star schema, Kimball method…",Senior Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3NzAyNDc3In0.kVhQK0DIs3csTOso_cIZuvXg8osbAHrrNIgJGpipiY8,70000.0,"['UK', 'London', 'Central London', 'Oxford Circus']","Oxford Circus, Central London",Adzuna::API::Response::Location,Develop,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,11
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867645772?utm_medium=api&utm_source=aa0fc1e4,0,,,80000.0,,5867645772,2026-09-02T23:16:17Z,"This major City based International bank are looking to recruit an experienced individual who has acquired proven Data analysis (with a focus on PowerBI) work experience, preferably within the banking sector. Interested applicants must be able to Develop, design and maintain effective PowerBI dashboards and reports, and to analyse complex data sets to identify trends, patterns and insights. Based in the banks Operations business management team this is a hybrid role which requires someone with …",Senior Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3NjQ1NzcyIn0.tqORsMDUUW5u3A4qcE-23RGOZ8i-82ImHzGeHmxAc0g,80000.0,"['UK', 'London', 'Central London', 'The City']","The City, Central London",Adzuna::API::Response::Location,BRIAN DURHAM RECRUITMENT SERVICES LIMITED,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,12
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867643027?utm_medium=api&utm_source=aa0fc1e4,0,,,65000.0,,5867643027,2026-09-02T23:10:19Z,"Data Analyst No Experience Needed *This is a self-funded career programme with a guaranteed job on completion or 100% of your course fees back* Train. Certify. Get Hired. Are you looking to start a career in Cyber Security but don't know where to begin? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of £58,000. In todays digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. A…",Trainee Data Analyst No Experience Needed,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3NjQzMDI3In0.uwIKXs-LebW8M_CZRQ4ng-q87EBtHk0iwAN3lY1aydo,65000.0,['UK'],UK,Adzuna::API::Response::Location,NEWTO TRAINING LIMITED,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,13
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867643019?utm_medium=api&utm_source=aa0fc1e4,0,50.721802,-3.53362,20000.0,contract,5867643019,2026-09-02T23:10:18Z,"Data Analyst Exeter, Devon (with hybrid working) About Us At FDB (First Databank), we're part of the Hearst Health network, and we create and deliver the world's most trusted drug knowledge, enabling healthcare professionals to make critical decisions that improve patient safety, efficiency, and outcomes. Our solutions are embedded across hospitals, GP practices, pharmacies, and wider healthcare systems, supporting millions of patients every day. Our values guide everything we do: Better Togeth…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3NjQzMDE5In0.3RIyoVx5yXzLQMtiI5sKG3G0SIR8N3b9-l2mtzwqLCE,20000.0,"['UK', 'South West England', 'Devon', 'Exeter']","Exeter, Devon",Adzuna::API::Response::Location,First Databank,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,part_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,14
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867530033?utm_medium=api&utm_source=aa0fc1e4,1,52.297501,-0.059713,39390.64,contract,5867530033,2026-09-02T20:40:19Z,"Role: Associate Data Analyst Location: St Ives Hours: Monday to Friday, 08:30AM - 16:30PM (Hybrid optional) Salary: Competitive 6 Month Contract - Immediate Start Available OA are currently working with a well established client based in St Ives, currently looking to recruit for an experienced Associate Data Analyst to assist in analytical tasks related to external data and maintain the Brand and Sales Teams’ Power BI reports. Duties of an Associate Data Analyst: Collect, process and analyse ex…",Associate Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzUzMDAzMyIsInMiOiJCTVpQdFhLbjhSRzloWlpvbVZMVkVRIn0.Rbz1H8dv0-kBzSPICOnthUmbFfjZpdIuAIn8gZbdayU,39390.64,"['UK', 'Eastern England', 'Cambridgeshire', 'Huntingdon', 'St. Ives']","St. Ives, Huntingdon",Adzuna::API::Response::Location,Osborne Appointments,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,15
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867507447?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,73443.82,,5867507447,2026-09-02T19:51:15Z,"Job Summary (List Format): - Experienced Data Analyst role focusing on SQL, BigQuery, and GIS data within the telecommunications domain - Responsible for conducting ad-hoc data analysis and delivering actionable insights to stakeholders - Designing and maintaining semantic data models tailored to business needs - Creating and maintaining analytical dashboards and reports using Tableau or Looker - Collaborating with engineering teams to ensure data quality and optimize data pipelines - Applying …",Data Analyst (DA),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzUwNzQ0NyIsInMiOiJCTVpQdFhLbjhSRzloWlpvbVZMVkVRIn0.3inzsiJX4qqY9JoPPIH693hkFg8cTrBa_a65fcOxHuQ,73443.82,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,INSIGHT INTERNATIONAL  Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,16
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867414466?utm_medium=api&utm_source=aa0fc1e4,0,51.503378,-0.139134,45000.0,,5867414466,2026-09-02T18:33:01Z,"About the role​ As a Data Analyst, you will play a key role in helping the business make better use of its data. Working at the intersection of data, technology, and business operations, you will transform complex information into meaningful insights that support informed decision-making across the organisation. ​ You will be responsible for overseeing the delivery of data solutions through processes such as extracting, cleansing, and transforming data from a variety of business systems, includ…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzQxNDQ2NiIsInMiOiJCTVpQdFhLbjhSRzloWlpvbVZMVkVRIn0.NrI43VKA7RXan1V0Dp4JYf6U0BtXKGWB5bo7UHwd4iQ,38000.0,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Workman LLP,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,17
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867338630?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,45009.9,,5867338630,2026-09-02T17:34:23Z,"Spotlight Sports Group is a global media and technology company with a clear purpose, to set the standard for trusted, customer-driven experiences across global racing and sports betting. Guided by our mission to create experiences that fans love, we combine more than 40 years of heritage with bold innovation to deliver award-winning content, data and digital products. With over 400 employees worldwide, our portfolio includes Racing Post, Pickswise, myracing and Free Super Tips, as well as the …",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzMzODYzMCIsInMiOiJCTVpQdFhLbjhSRzloWlpvbVZMVkVRIn0.XOiypPg3DpJWIhQsPbbu-h9Lt0YRZb0qitqKcOJke7U,45009.9,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Spotlight Sports Group,Adzuna::API::Response::Company,Consultancy Jobs,Adzuna::API::Response::Category,consultancy-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,18
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5867316849?se=BMZPtXKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=FF81485BD28C9EC34FDD101ADC67F040926BC220,1,50.712485,-3.736703,33159.05,contract,5867316849,2026-09-02T17:30:11Z,"Data Analyst Exeter, Devon (with hybrid working) About Us At FDB (First Databank), we're part of the Hearst Health network, and we create and deliver the world's most trusted drug knowledge, enabling healthcare professionals to make critical decisions that improve patient safety, efficiency, and outcomes. Our solutions are embedded across hospitals, GP practices, pharmacies, and wider healthcare systems, supporting millions of patients every day. Our values guide everything we do: Better Togeth…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzMxNjg0OSIsInMiOiJCTVpQdFhLbjhSRzloWlpvbVZMVkVRIn0.pB54f8AEGUiEFj64X_jCn-z-cWIBneq0rnJMsPKpd9U,33159.05,"['UK', 'South West England', 'Devon']","Devon, South West England",Adzuna::API::Response::Location,First Databank,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,part_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,19
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5867306037?se=BMZPtXKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=21F017FDB864D15C600127D06D1C78BF6507F0F9,0,51.509146,-3.540993,28000.0,,5867306037,2026-09-02T17:26:01Z,"Junior Data Analyst (Financial Crime) Bridgend (Hybrid - 3 Days Office-Based) Up to £28,000  Benefits Including 10% pension, annual bonus, medical cover and £50 wellbeing allowance Want to kick-start your career in Data Analytics? CPS Group are partnering with a leading Financial Services organisation looking for a Junior Data Analyst to join their Financial Crime team. You'll be using data to spot trends, identify anomalies, improve reporting and support decision-making across Risk, Compliance…",Junior Data Analyst (Financial Crime),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3MzA2MDM3In0.pISrKkzkI7oUAp3eqamqBcaZ53ElaPkBVqtk6kAczaw,25000.0,"['UK', 'Wales', 'Bridgend County', 'Bridgend', 'Brackla']","Brackla, Bridgend",Adzuna::API::Response::Location,CPS Group  Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,20
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867282858?utm_medium=api&utm_source=aa0fc1e4,1,51.449138,-0.174666,32536.81,permanent,5867282858,2026-09-02T17:21:39Z,"Change Grow Live are a charity dedicated to the belief that we can make a difference to our Service Users lives, offering support and respect in a safe environment, treating each user as an individual and working with them to find the right treatment and care options. Our core values are ‘Be open, be compassionate and be bold’ and our team members apply these daily to achieve our mission of helping people change the direction of their lives, grow as individuals, and live life to its full potent…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3MjgyODU4In0.Wmpu5c6e_-9nB83_jcrkpINSfW4zVMFd4z3ieh-HwfA,32536.81,"['UK', 'London', 'South West London', 'Earlsfield']","Earlsfield, South West London",Adzuna::API::Response::Location,Change Grow Live,Adzuna::API::Response::Company,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,part_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,21
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5867254321?utm_medium=api&utm_source=aa0fc1e4,0,,,150000.0,,5867254321,2026-09-02T17:13:01Z,"Full-time Description The Role: The Senior Real Estate Financial Data Analyst will lead business intelligence, analytics, reporting, and decision-support for a growing self-storage and real estate organization. Reporting to the Chief Financial Officer, this hands-on role transforms financial, operational, customer, and market data into actionable insights that improve revenue, occupancy, budgeting, forecasting, customer service, and portfolio performance. The successful candidate will be: • Hig…",Sr. Real Estate Financial Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3MjU0MzIxIn0.2V_OQOmbu0hIlHNc2h1sYRIwYzNlJ1ZT0kBIS_qPu98,125000.0,['UK'],UK,Adzuna::API::Response::Location,Investment Real Estate,Adzuna::API::Response::Company,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,22
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5867251978?se=BMZPtXKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=DA505339F8C7822CB771B37D4D4BD2C7483E6839,1,51.503378,-0.139134,57578.86,,5867251978,2026-09-02T17:11:56Z,"Description As a Full-Time Analyst in the Data & AI Program at JPMorganChase, you will drive impact by building end-to-end data, analytics, and artificial intelligence and machine learning solutions that translate business objectives into measurable outcomes for clients and customers. Working alongside global experts in collaborative teams, you will design scalable data platforms and pipelines, develop production-ready models, create intuitive dashboards, and help support strong data governance…","2027 Data & AI - Full Time Analyst - London, Glasgow",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQk1aUHRYS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODY3MjUxOTc4In0.GVv8fTnoGxoUbhKkPyxFKHYbZuxcB_4nzoJLWWVv7Zc,57578.86,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,JPMorganChase,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-03 08:37:33.076417+00:00,23
