created,salary_max,salary_is_predicted,longitude,description,latitude,__CLASS__,redirect_url,id,title,adref,salary_min,contract_type,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
2026-09-02T03:34:22Z,55357.0,1,-1.43879,"MBS Senior Data Quality Analyst Vacancy Reference Number 22465 Number of Vacancies 1 (B) OCU Met Business Services Location Kilburn Building KILBURN POLICE STATION Band Band C Part/Full Time Full Time Hours per Week 36 hours per week Type of Contract Permanent Job Advert Job Title: MBS Senior Data Quality Analyst Salary: The starting salary is £48,995, which includes allowances totalling £3,009. The salary is broken down as £45,986 basic salary, which will increase annually until you reach the …",53.0061,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5866191633?utm_medium=api&utm_source=aa0fc1e4,5866191633,MBS Senior Data Quality Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY2MTkxNjMzIn0.be2n0kbVyaomdfUC_poMsHMwfli84xxzN_0Dckn0yIc,55357.0,permanent,"['UK', 'East Midlands', 'Derbyshire', 'Belper', 'Kilburn']",Adzuna::API::Response::Location,"Kilburn, Belper",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Metropolitan Police Service,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,11
2026-09-02T01:54:42Z,70000.0,0,-0.139088,"Senior Data Analyst / Senior Power BI Developer Permanent Location: London Based, up to once a week onsite Salary: Up to £70,000 Our client, a fast-growing tech scale-up in the life sciences and clinical research space, is hiring a Senior Data Analyst with deep Power BI expertise to own their enterprise Power BI reporting landscape. What You'll Be Doing Design and maintain enterprise Power BI solutions: semantic models, reports, dashboards Build scalable data models (star schema, Kimball method…",51.516023,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5866033292?se=MBcqk6Km8RGsFbMBtPSQPw&utm_medium=api&utm_source=aa0fc1e4&v=CC7ABDBBBF4D1C326D1CCD52E56F614276172544,5866033292,Senior Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NjAzMzI5MiIsInMiOiJNQmNxazZLbThSR3NGYk1CdFBTUVB3In0.aZl2l5BGl_GloQ9dMndoQ6AYWYP3G5r0zzu61DuA4Zo,70000.0,permanent,"['UK', 'London', 'Central London', 'Oxford Circus']",Adzuna::API::Response::Location,"Oxford Circus, Central London",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Develop,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,12
2026-09-01T21:55:47Z,135200.0,0,,Fantastic opportunity Markets Non-Financial Risk Management - Transaction Monitoring Implementation Data Analyst -VP Job Description: Opportunity to join the Markets Non-Financial Risk Management Transaction Monitoring Implementation team in Belfast as a data analyst. The role will require the successful candidate to lead all data related aspects for projects to build or improve market abuse surveillance controls and other regulatory controls. The role is within a fast-paced environment aided b…,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865301759?se=MBcqk6Km8RGsFbMBtPSQPw&utm_medium=api&utm_source=aa0fc1e4&v=0A2055B6ABCB89ACFBF59EB48DF88241CCE85BC0,5865301759,Transaction Monitoring Implementation Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MzAxNzU5In0.ue_vghZYeFGNQEV0dJKBOpoy9h413WLifqYCbho5SJk,130000.0,contract,"['UK', 'Northern Ireland', 'Belfast']",Adzuna::API::Response::Location,"Belfast, Northern Ireland",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Harvey Nash,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,13
2026-09-01T21:55:33Z,40000.0,0,-1.99987,"Data Solutions Systems Analyst Salary: Circa £42,000 per annum dependent on skills and experience Hours: 35 hours per week Contract: Permanent Location: Hybrid (Office: West Bromwich) Here at the West Brom we have a new opportunity available for a Systems Analyst within our Data Solutions Team reporting into the Data Solutions Analyst Manager. This is a key role within the team and will use both your technical expertise and business insight to analyse and implement new IT solutions or improve e…",52.519299,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865301474?se=MBcqk6Km8RGsFbMBtPSQPw&utm_medium=api&utm_source=aa0fc1e4&v=8FCE7AD18CA4458C49AC72B4B3B76AFC20CB0365,5865301474,Data Solutions Systems Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MzAxNDc0In0.4aM_FsT0oLMZPqn23gkRqohT5lrytkR34nzsrl2LFO8,40000.0,permanent,"['UK', 'West Midlands', 'West Bromwich']",Adzuna::API::Response::Location,"West Bromwich, West Midlands",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,West Bromwich Building Society,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,14
2026-09-01T21:45:16Z,44470.16,1,-1.77684,"Could you be Incommunities new Sustainability Data & Carbon Analyst? This is an exciting time to join us ahead of the launch of our new Sustainability strategy. You'll play a key role by collecting, validating and analysing environmental and carbon data, providing a robust evidence base for decision-making. The role will support accurate carbon, ESG and sustainability reporting, using insight to identify emissions hotspots and opportunities to drive carbon reduction across homes, assets and ope…",53.835899,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5865273205?se=MBcqk6Km8RGsFbMBtPSQPw&utm_medium=api&utm_source=aa0fc1e4&v=04F22A3C667204EBB2DF7179DB1CB70F3809D594,5865273205,Sustainability Data & Carbon Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MjczMjA1In0.YnpiRknY4yfEDuIy4yJngGfY19g8M_ICvs0sithxeig,44470.16,,"['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Shipley']",Adzuna::API::Response::Location,"Shipley, West Yorkshire",consultancy-jobs,Consultancy Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Goodman Masson,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,15
2026-09-01T21:41:17Z,143000.0,0,,"Data Insight Analyst £500-£550 per day (Umbrella) 6-Month Contract Mostly Remote, 1-2 days per month onsite Leading Retailer to bring in an experienced Data Insight Analyst at this busy time. This is an exciting opportunity for a commercially minded Data Insight Analyst who enjoys using data to solve business problems, uncover insights, and influence decision-making. You'll work with large operational datasets, leveraging SQL and analytical tools to conduct deep-dive investigations, identify ke…",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865269133?utm_medium=api&utm_source=aa0fc1e4,5865269133,Data Insight Analyst - Retail,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MjY5MTMzIn0.9ZnuXM_IXP9AF7gCx1vZzqvUJXXKgkYau3e61njjQT4,130000.0,contract,"['UK', 'London']",Adzuna::API::Response::Location,"London, UK",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Sanderson Recruitment,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,16
2026-09-01T21:40:14Z,30000.0,0,-0.7047,"£31,000 pa as a basic salary  3% Bonus  Benefits Role is offered an initial 24 Months Fixed Term Contract. Permanency will be attained on successful completion of the programme Some travel within the region will be expected Based at Milton Keynes Are you great with data? Do enjoy getting to the root cause of an issue? Do you have an excellent eye for detail that can identify trends and patterns? If so this could be the Graduate position for you! At Suez, were committed to making our world a mor…",52.042198,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865267724?utm_medium=api&utm_source=aa0fc1e4,5865267724,Graduate Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MjY3NzI0In0.mqtl-LtitPA6wtywU9S_8JuTp6C2wSGYI_tHUbqhSis,30000.0,contract,"['UK', 'South East England', 'Buckinghamshire', 'Milton Keynes']",Adzuna::API::Response::Location,"Milton Keynes, Buckinghamshire",graduate-jobs,Graduate Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Suez Recycling & Recovery UK,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,17
2026-09-01T21:40:14Z,28000.0,0,-3.58104,"Citrus Recruit are excited to be working with a global organisation to recruit for a Graduate who will be primary focused on large Data Analytics within the Financial Crime Monitoring team. Working with in the Financial Crime team, you will be reviewing and manipulating large data sets, in line with company and legal polices. You'll be reviewing and analysing the date then converting your findings into reports. This position will see you working across a range of compliance and financial crime …",51.507301,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865267720?utm_medium=api&utm_source=aa0fc1e4,5865267720,Graduate Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MjY3NzIwIn0.9IZOvLU-DTmOL683CLTi5QHW0J4GFC1WqL2V-Tvjt70,28000.0,permanent,"['UK', 'Wales', 'Bridgend County', 'Bridgend']",Adzuna::API::Response::Location,"Bridgend, Bridgend County",graduate-jobs,Graduate Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Citrus Recruit Ltd,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,18
2026-09-01T21:40:14Z,65000.0,0,,"Trainee Data Analyst No experience needed This is a self-funded training programme, and fees do apply. Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. IMPORTANT: *Please note: this is a self-funded programme costing around £150 per month. If this is not feasible, please do not apply. Looking to start a career in Data Analysis? We are offering …",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865267722?utm_medium=api&utm_source=aa0fc1e4,5865267722,Trainee Data Analyst No experience needed,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUJjcWs2S204UkdzRmJNQnRQU1FQdyIsImkiOiI1ODY1MjY3NzIyIn0.RmvQX336N6Yny3jbMEcwnb5Bkkhsyn2jHqL_igdWUaM,65000.0,,['UK'],Adzuna::API::Response::Location,UK,it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,IT Online Learning,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,19
2026-09-01T21:39:02Z,65000.0,0,-3.1805,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",51.4813,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865265477?utm_medium=api&utm_source=aa0fc1e4,5865265477,Data Analyst Placement Programme No Experience Needed,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2NTQ3NyIsInMiOiJNQmNxazZLbThSR3NGYk1CdFBTUVB3In0.zfEJixu9ql2OrWrlQl3FpOcYkkW_15lwKAGAIwGXc2c,65000.0,,"['UK', 'Wales', 'Cardiff County', 'Cardiff']",Adzuna::API::Response::Location,"Cardiff, Cardiff County",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,IT Online Learning,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,20
2026-09-01T21:39:02Z,65000.0,0,-0.123313,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",51.586237,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865265463?utm_medium=api&utm_source=aa0fc1e4,5865265463,Data Analyst Placement Programme No Experience Needed,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2NTQ2MyIsInMiOiJNQmNxazZLbThSR3NGYk1CdFBTUVB3In0.xTsucT0Sb210QyMvwae2622K4Gv2AzqLL_536fuABVQ,65000.0,,"['UK', 'London', 'North London']",Adzuna::API::Response::Location,"North London, London",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,IT Online Learning,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,21
2026-09-01T21:39:02Z,104000.0,0,,"Microsoft Power Apps & Data Analytics Specialist Drive innovation. Transform data into action. Shape the future of one of London's most important transport services. We are looking for a talented Microsoft Power Apps & Data Analytics Specialist to join a team at the heart of the Elizabeth Line's digital transformation journey. This is a unique opportunity to work with a vast range of operational, engineering, maintenance and safety data, developing innovative applications, dashboards and report…",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5865265469?utm_medium=api&utm_source=aa0fc1e4,5865265469,Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NTI2NTQ2OSIsInMiOiJNQmNxazZLbThSR3NGYk1CdFBTUVB3In0.nUDNKYYRczqkA8UcitHEWEQpdTX5KS0QkbCGu_oMtbg,65000.0,,"['UK', 'London']",Adzuna::API::Response::Location,"London, UK",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Morson Edge,,gb,United Kingdom,GBP,Data Analyst,data analyst,1,2026-09-02 07:47:40.267835+00:00,22
