job_key,job_id,job_title,primary_role_family,title_role_family,selected_role_family,matched_role_families,matched_search_terms,search_term_count,role_family_count,role_resolution_method,role_review_required,company,company_disclosed,category,country_code,country,currency,location,city,region,location_hierarchy,location_area,latitude,longitude,workplace_type,contract_type,contract_time,published_at,published_date,publication_year,publication_month,publication_year_month,snapshot_date,days_since_publication,salary_min,salary_max,salary_midpoint,has_salary,salary_is_predicted,salary_invalid_nonpositive,job_description,job_url,collected_at_utc,first_seen_at,last_seen_at,times_seen
de-5835856791,5835856791,Controlling Analyst – Kostenrechnung & BI (m/w/d),BI Analyst,,BI Analyst,BI Analyst,BI analyst,1,1,Single search family,False,HPM Service und Verwaltung GmbH,True,Unknown,de,Germany,EUR,"Hamburg, Deutschland",Hamburg,Hamburg,Deutschland | Hamburg,"[""Deutschland"", ""Hamburg""]",53.557429,9.987297,Not specified,Not specified,Not specified,2026-08-10 19:33:15+00:00,2026-08-10,2026,8,2026-08,2026-09-03,24,,,,False,False,False,"HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fort­bildungs­programm sichern d…",https://www.adzuna.de/land/ad/5835856791?se=0tOKnI2n8RGI5I6_9cGalA&utm_medium=api&utm_source=aa0fc1e4&v=B908DE688457092BE1334CE17F45FB0D3CE71C69,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5835515492,5835515492,Controlling Analyst – Kostenrechnung & BI (m/w/d),BI Analyst,,BI Analyst,BI Analyst,BI analyst,1,1,Single search family,False,HPM Service und Verwaltung GmbH,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Hamburg, Deutschland",Hamburg,Hamburg,Deutschland | Hamburg,"[""Deutschland"", ""Hamburg""]",53.557429,9.987297,Not specified,Not specified,Not specified,2026-08-10 12:53:23+00:00,2026-08-10,2026,8,2026-08,2026-09-03,24,,,,False,False,False,"HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fort­bildungs­programm sichern d…",https://www.adzuna.de/land/ad/5835515492?se=0tOKnI2n8RGI5I6_9cGalA&utm_medium=api&utm_source=aa0fc1e4&v=33CE15A042C47861B2467BE1BBE4B95507B6885A,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5835234446,5835234446,Controlling Analyst – Kostenrechnung & BI (m/w/d),BI Analyst,,BI Analyst,BI Analyst,BI analyst,1,1,Single search family,False,HPM Service und Verwaltung GmbH,True,Unknown,de,Germany,EUR,"HafenCity, Hamburg",HafenCity,Hamburg,Deutschland | Hamburg | HafenCity,"[""Deutschland"", ""Hamburg"", ""HafenCity""]",53.54167,9.99333,Not specified,Not specified,Full-time,2026-08-10 04:38:07+00:00,2026-08-10,2026,8,2026-08,2026-09-03,24,,,,False,False,False,"HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fort­bildungs­programm sichern d…",https://www.adzuna.de/details/5835234446?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5835180910,5835180910,Controlling Analyst – Kostenrechnung & BI (m/w/d),BI Analyst,,BI Analyst,BI Analyst,BI analyst,1,1,Single search family,False,HPM Service und Verwaltung GmbH,True,Unknown,de,Germany,EUR,"Hamburg-Altstadt, Hamburg",Hamburg-Altstadt,Hamburg,Deutschland | Hamburg | Hamburg-Altstadt,"[""Deutschland"", ""Hamburg"", ""Hamburg-Altstadt""]",53.5504,9.99417,Not specified,Not specified,Not specified,2026-08-10 03:23:59+00:00,2026-08-10,2026,8,2026-08,2026-09-03,24,,,,False,False,False,"Controlling Analyst – Kostenrechnung & BI (m/w/d) * 40 Stunden, Vollzeit * Unbefristet * Hamburg Hier bewerben! HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassa…",https://www.adzuna.de/details/5835180910?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5834803083,5834803083,(Junior) Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst,business intelligence analyst,1,1,Title rule,False,medermis clinics,True,Unknown,de,Germany,EUR,"Au-Haidhausen, München",Au-Haidhausen,Bayern,Deutschland | Bayern | München (Kreis) | München | Au-Haidhausen,"[""Deutschland"", ""Bayern"", ""M\u00fcnchen (Kreis)"", ""M\u00fcnchen"", ""Au-Haidhausen""]",48.13258,11.59129,Not specified,Not specified,Full-time,2026-08-09 17:43:00+00:00,2026-08-09,2026,8,2026-08,2026-09-03,25,,,,False,False,False,"Aufgaben Als (Junior) BI Analyst:in bist du Teil unseres kleinen, schlagkräftigen Data-Teams und arbeitest eng mit Data Engineering, Data Science sowie dem Head of IT zusammen. Du hilfst dabei, unseren bestehenden BI-Stack weiter auszubauen und weiterzuentwickeln, externe Abhängigkeiten zu reduzieren und Daten stärker in den Alltag unserer Fachbereiche – insbesondere Finance und Accounting – zu bringen. Weiterentwicklung und Pflege von Power BI Dashboards und Datenmodellen Enge Zusammenarbeit m…",https://www.adzuna.de/details/5834803083?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5829149175,5829149175,Praktikum im E-Business - Business Intelligence & Digital Analyst - Ulm,BI Analyst,BI Analyst,BI Analyst,BI Analyst,business intelligence analyst,1,1,Title rule,False,Liebherr-Hausgeräte Ochsenhausen GmbH,True,Unknown,de,Germany,EUR,"Ermingen, Ulm",Ermingen,Baden-Württemberg,Deutschland | Baden-Württemberg | Ulm | Ermingen,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Ulm"", ""Ermingen""]",48.38124,9.89876,Not specified,Contract,Not specified,2026-08-05 16:37:18+00:00,2026-08-05,2026,8,2026-08,2026-09-03,29,,,,False,False,False,"Im Produktsegment Kühl- und Gefriergeräte entwickelt, fertigt und verkauft Liebherr bereits seit 1954 ein breites Spektrum an effizienten Kühl- und Gefriergeräten für den privaten und professionellen Einsatz. Um Kunden stets mit innovativen Lösungen zu begeistern, werden dabei deren Bedürfnisse in den Mittelpunkt gesetzt und die Grenzen des bisher Machbaren immer wieder neu definiert. Kühl- und Gefriergeräte von Liebherr gelten in der Branche und bei Kunden als Symbol für höchste Qualität – heu…",https://www.adzuna.de/details/5829149175?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5816415778,5816415778,Sales BI Analyst (w/m/x) Commercial Excellence (with German),BI Analyst,BI Analyst,BI Analyst,BI Analyst,BI analyst,1,1,Title rule,False,Smith & Nephew,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Full-time,2026-07-26 12:08:40+00:00,2026-07-26,2026,7,2026-07,2026-09-03,39,62500.0,62500.0,62500.0,True,False,False,"Life Unlimited. SmithNephew ist ein führendes Medizintechnikunternehmen, das Technologien für ein Leben ohne Einschränkungen entwickelt und produziert. Für unser Commercial Excellence Team suchen wir einen BI Analyst (w/m/x) Commercial Excellence & Sales Force Efficiency zur Betreuung der Regionen DACH (Deutschland, Österreich, Schweiz). Der Fokus liegt dabei auf den Geschäftsbereichen Orthopädie und Sportmedizin. Diese Rolle hat eine wichtige Funktion bei der Implementierung und Umsetzung der …",https://www.adzuna.de/details/5816415778?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5796235359,5796235359,BI-Analyst:in Forderungsmanagement,BI Analyst,BI Analyst,BI Analyst,BI Analyst,BI analyst,1,1,Title rule,False,enercity,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Full-time,2026-07-11 01:06:26+00:00,2026-07-11,2026,7,2026-07,2026-09-03,54,,,,False,False,False,"Aufgaben Als BI-Analyst:in im Forderungsmanagement definierst Du business- und technische Anforderungen an Datengrundlagen, Reports und Dashboards und stimmst diese eng mit Data Ownern, Process Ownern und KPI-Champions ab. Du verantwortest die Sammlung, Aufbereitung und Konsolidierung relevanter Daten und stellst sicher, dass die erforderlichen technischen Anbindungen an Systeme und Datenquellen sauber vorbereitet und umgesetzt werden. Die Prüfung und Qualitätssicherung der Daten im Berichtswes…",https://www.adzuna.de/details/5796235359?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5774396511,5774396511,BI Analyst - Qlik Sense (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst,BI analyst,1,1,Title rule,False,FERCHAU GmbH,True,Unknown,de,Germany,EUR,"HafenCity, Hamburg",HafenCity,Hamburg,Deutschland | Hamburg | HafenCity,"[""Deutschland"", ""Hamburg"", ""HafenCity""]",53.54167,9.99333,Not specified,Not specified,Not specified,2026-06-24 06:57:26+00:00,2026-06-24,2026,6,2026-06,2026-09-03,71,,,,False,False,False,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als ambitionierte:r Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in allen Technologiebereichen und für alle Branchen und stehen bei der digitalen Transformation mit umfassendem Kno…",https://www.adzuna.de/details/5774396511?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5746660312,5746660312,Business Intelligence & Automation Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst,business intelligence analyst,1,1,Title rule,False,Azolver,True,Unknown,de,Germany,EUR,"Heinersdorf, Berlin",Heinersdorf,Berlin,Deutschland | Berlin | Heinersdorf,"[""Deutschland"", ""Berlin"", ""Heinersdorf""]",52.57177,13.43762,Not specified,Not specified,Full-time,2026-05-31 22:37:58+00:00,2026-05-31,2026,5,2026-05,2026-09-03,95,,,,False,False,False,"Wir haben viel zu bieten, auch als Arbeitgeber! Als mittelständischer Konzern mit rund 750 Mitarbeitenden und Hauptsitz in Berlin (Deutschland) bieten wir Ihnen spannende Aufgaben in allen Bereichen entlang der Wertschöpfungskette. In den zwei Geschäftsbereichen Mailing & Shipping Solutions und Digital Business Solutions arbeiten unsere Teams international zusammen. Bereits seit über 100 Jahren entwickeln wir für unsere Kunden umfassende Lösungen, die den Büro- und Arbeitsalltag einfacher und e…",https://www.adzuna.de/details/5746660312?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5727297937,5727297937,BI Analyst (m/w/d) – Schwerpunkt Qlik Sense,BI Analyst,BI Analyst,BI Analyst,BI Analyst,BI analyst,1,1,Title rule,False,Rothenberger Gruppe,True,Unknown,de,Germany,EUR,"Kelkheim (Taunus), Main-Taunus-Kreis",Kelkheim (Taunus),Hessen,Deutschland | Hessen | Main-Taunus-Kreis | Kelkheim (Taunus),"[""Deutschland"", ""Hessen"", ""Main-Taunus-Kreis"", ""Kelkheim (Taunus)""]",50.13618,8.4508,Not specified,Not specified,Full-time,2026-05-12 22:57:54+00:00,2026-05-12,2026,5,2026-05,2026-09-03,114,,,,False,False,False,"Ihre Aufgaben Analyse der QlikView-Applikationen: Durchführung einer detaillierten Analyse der vorhandenen QlikView-Applikationen, um Verbesserungsmöglichkeiten zu identifizieren Konsolidierung der QlikView-Apps: Konsolidierung der bestehenden QlikView-Anwendungen zur Optimierung der BI-Landschaft und zur Vorbereitung auf die Migration zu Qlik Sense Umsetzung des Self-Service-Konzepts in Qlik Sense: Entwicklung und Implementierung eines Self-Service-Ansatzes für die Fachabteilungen, einschließl…",https://www.adzuna.de/details/5727297937?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5868724453,5868724453,Business Analyst (m/w/d) Anforderungsmanagement,Business Analyst,Business Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Schmitt Engineering,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Bockenheim, Frankfurt am Main",Bockenheim,Hessen,Deutschland | Hessen | Frankfurt am Main | Bockenheim,"[""Deutschland"", ""Hessen"", ""Frankfurt am Main"", ""Bockenheim""]",50.12511,8.64682,Not specified,Permanent,Full-time,2026-09-03 12:42:28+00:00,2026-09-03,2026,9,2026-09,2026-09-03,0,,,,False,False,False,"Als mittelständisches Unternehmen und verlässlicher Partner der Industrie liefert Schmitt Engineering umfassende technische Expertise. Unsere Tätigkeiten erstrecken sich entlang der Prozesskette von der Planung und Projektierung über die Entwicklung und Konstruktion bis hin zur Fertigung, Montage und Inbetriebnahme. Ist Technik auch Ihre Leidenschaft? Dann werden Sie Teil unseres Teams und entwickeln mit uns die Zukunft. Ihre Aufgaben: Analyse, Strukturierung und Modellierung funktionaler und n…",https://www.adzuna.de/details/5868724453?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
